City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description,Date
523,Cerritos,33.8583,-118.0648,63.46,50,0,0.0,US,clear sky,2022-02-06 04:56:47
524,Awbari,26.5921,12.7805,48.61,36,43,8.95,LY,scattered clouds,2022-02-06 04:53:37
525,Comodoro Rivadavia,-45.8667,-67.5,64.26,52,0,2.3,AR,clear sky,2022-02-06 04:56:47
526,Sabha,27.0377,14.4283,49.37,35,9,9.15,LY,clear sky,2022-02-06 04:56:48
527,Avera,33.194,-82.5271,40.51,43,18,10.02,US,few clouds,2022-02-06 04:56:48
528,Sault Sainte Marie,46.5168,-84.3333,19.69,82,100,12.66,CA,overcast clouds,2022-02-06 04:56:48
529,Yantal,56.8471,105.2542,20.32,88,100,11.03,RU,overcast clouds,2022-02-06 04:56:49
530,Bara,10.3744,10.7288,59.76,29,0,7.11,NG,clear sky,2022-02-06 04:56:49
531,Paso De Los Toros,-32.8167,-56.5167,60.44,89,1,10.16,UY,clear sky,2022-02-06 04:56:50
532,Praia Da Vitoria,38.7333,-27.0667,57.45,94,40,15.57,PT,scattered clouds,2022-02-06 04:56:50
533,Coahuayana,18.7333,-103.6833,67.5,87,5,3.06,MX,clear sky,2022-02-06 04:53:45
534,Tokonou,9.65,-9.7833,66.47,20,55,2.21,GN,broken clouds,2022-02-06 04:56:51
535,Kalmunai,7.4167,81.8167,81.52,58,99,8.68,LK,overcast clouds,2022-02-06 04:56:51
536,Ustka,54.5805,16.8619,36.77,96,100,26.31,PL,light rain,2022-02-06 04:57:51
537,Hofn,64.2539,-15.2082,32.65,67,100,20.94,IS,snow,2022-02-06 04:57:52
538,Emerald,-23.5333,148.1667,89.74,27,40,11.5,AU,scattered clouds,2022-02-06 04:57:52
539,Port Keats,-14.25,129.55,84.36,61,100,7.07,AU,light rain,2022-02-06 04:53:44
540,Mayo,38.8876,-76.5119,27.3,61,0,4.0,US,clear sky,2022-02-06 04:57:53
541,Penha,-26.7694,-48.6458,77.16,93,100,4.07,BR,overcast clouds,2022-02-06 04:57:53
542,Port Lincoln,-34.7333,135.8667,79.38,43,6,18.01,AU,clear sky,2022-02-06 04:57:54
543,Inhambane,-23.865,35.3833,78.26,80,56,17.6,MZ,light rain,2022-02-06 04:57:54
544,Kampot,10.6167,104.1833,87.85,46,33,7.92,KH,scattered clouds,2022-02-06 04:57:54
545,Nyakahanga,-1.6033,31.1414,58.28,88,100,2.73,TZ,overcast clouds,2022-02-06 04:57:55
546,Fairbanks,64.8378,-147.7164,8.82,82,100,0.0,US,mist,2022-02-06 04:57:55
547,Candelaria,13.9311,121.4233,82.38,59,81,12.57,PH,broken clouds,2022-02-06 04:57:56
548,Nome,64.5011,-165.4064,-16.4,91,4,8.1,US,clear sky,2022-02-06 04:57:56
549,Kadi,23.3,72.3333,69.66,24,0,4.36,IN,clear sky,2022-02-06 04:57:57
550,Mahon,39.8885,4.2658,50.56,76,100,11.5,ES,overcast clouds,2022-02-06 04:57:57
